ID,Edad ,Age,Gender,Municipalitie,Ecosystem,Community,Place,Reproduccion ,Associated,Abundace,Ene,Feb,Mar,Abr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Threats,Cotomaquilitl,Xoxoco,Pitzahuaquilitl,Xaxalto,Huitzioquilitl,Michiquilitl,Teposquilitl,Xoxoco1,Huaquilitlpoxahuac,Huaquilitlixtac,YamoleoTototlquilitl,Atetziltzi,Cayochoquilitl,Xoxoco2,Chichikquilitl,Index1,Index,Cotomaquilitl,Xoxoco_C,Pitzahuaquilitl_C,Xaxalto_C,Huitzioquilitl_C,Michiquilitl_C,Teposquilitl_C,Xoxoco1_C,Huaquilitl poxahuac_C,Huaquilitl ixtac_C,YamoleoTototlquilitl_C,Atetziltzi_C,Cayochoquilitl_C,Xoxoco2_C,Chichikquilitl_C,Observaciones_C
155,57,56-90,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,10,66.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
156,29,18-30,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
157,48,42-55,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
158,25,18-30,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café, monte",Había más,1,1,1,1,1,1,1,1,1,1,1,1,No hay manejo adecuado,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,6,40,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
159,50,42-55,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
160,22,18-30,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,1,1,0,No hay manejo adecuado,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
161,59,56-90,M,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,1,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
162,37,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,1,1,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
163,40,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café, monte",Había más,0,0,0,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
164,36,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,1,1,0,No hay manejo adecuado,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
165,35,31-41,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
166,78,56-90,F,Zongolica,Montane cloud forest,Coapa Pinopa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,1,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,10,66.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
167,46,42-55,M,Los Reyes,Montane cloud forest,Atlanca,"Cafetal, Milpa",Regeneracion natural y siembra,"Café, Milpa",Había más,0,0,0,0,0,1,1,0,0,0,0,0,No hay un manejo ,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,33.3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
168,50,42-55,M,Los Reyes,Montane cloud forest,Atlanca,Cafetal, siembra,Café ,Había más,0,0,0,0,0,1,1,0,0,0,0,0,No hay un manejo ,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,9,60,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
169,38,31-41,M,Los Reyes,Montane cloud forest,Atlanca,"Acahual, Milpa,Monte ",Regeneracion natural y siembra,"Milpa, Arboles, Arbustos",Había más,0,0,0,0,0,1,1,0,0,0,0,0,se perio la cultura del consumo de quelites ,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,33.3,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
170,18,18-30,F,Los Reyes,Montane cloud forest,Atlanca,"Milpa, Traspateo ",siembra,"Flores, Milpa, Frijol",Había más,1,1,1,1,1,1,1,1,1,1,1,1,Cambio Climatico,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
171,44,42-55,M,Los Reyes,Montane cloud forest,Atlanca,"Cafetal, Milpa",Regeneracion natural ,"Café, Milpa",Había más,0,0,0,0,0,1,1,0,0,0,0,0,Animales domesticos ,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,8,53.3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
172,57,56-90,M,Los Reyes,Montane cloud forest,Atlanca,"Cafetal, Milpa",Regeneracion natural ,"Café, Milpa",Había más,0,0,0,0,0,1,1,0,0,0,0,0,No hay un manejo ,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
173,66,56-90,M,Los Reyes,Montane cloud forest,Atlanca,"Cafetal, Milpa",Regeneracion natural ,"Café, Milpa",Había más,0,0,0,0,0,1,1,0,0,0,0,0,No hay un manejo ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5,33.3,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0
174,28,18-30,M,Los Reyes,Montane cloud forest,Atlanca,Traspatio,Regeneracion natural y siembra,"Flores, Milpa, Frijol",Había más,0,0,0,0,0,1,1,0,0,0,0,0,Animales domesticos ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,20,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0
175,38,31-41,M,Los Reyes,Montane cloud forest,Atlanca,"Cafetal, Milpa",Regeneracion natural y siembra,"Café, Milpa",Había más,0,0,0,0,0,0,0,0,0,1,0,0,Animales domesticos ,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,7,46.7,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0
176,42,42-55,M,Los Reyes,Montane cloud forest,Atlanca,Cafetal,siembra,Café ,Había más,0,0,0,0,0,0,0,1,1,0,0,0,Sobre pastoreo,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,26.7,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
177,40,31-41,M,Los Reyes,Montane cloud forest,Atlanca,Milpa ,Regeneracion natural y siembra,Milpa ,Sigue igual,0,0,0,0,1,1,1,1,0,0,0,0,No tiene amenasas ,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,5,33.3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
178,27,18-30,M,Los Reyes,Montane cloud forest,Atlanca,Traspatio,Regeneracion natural y siembra,"Flores, Milpa",Sigue igual,0,0,0,0,1,1,1,1,0,0,0,0,No tiene amenasas ,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0
179,22,18-30,M,Los Reyes,Montane cloud forest,Atlanca,Traspatio,siembra,"Flores, Milpa",Había más,1,1,1,1,1,1,1,1,1,1,1,1,No se siembre ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,20,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0
180,32,31-41,M,Los Reyes,Montane cloud forest,Atlanca,Traspatio,Regeneracion natural y siembra,"Flores, Milpa",Había más,0,0,0,0,1,1,1,0,0,0,0,0,Uso de quimicos,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
181,52,42-55,M,Los Reyes,Montane cloud forest,Atlanca,Cafetal,Regeneracion natural y siembra,Café,Sigue igual,0,0,0,1,1,0,0,0,0,0,0,0,No tiene amenasas ,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
182,56,56-90,M,Los Reyes,Montane cloud forest,Atlanca,"Cafetal, Milpa",siembra,"Café, Milpa",Había más,0,0,0,0,1,0,0,0,0,0,0,0,Sobre pastoreo,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,7,46.7,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
183,77,56-90,M,Los Reyes,Montane cloud forest,Atlanca,Cafetal,Regeneracion natural y siembra,Café,Sigue igual,0,0,0,0,1,0,0,0,0,0,0,0,No tiene amenasas ,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,5,33.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
184,51,42-55,F,Los Reyes,Montane cloud forest,Atlanca,"Cafetal, Milpa",Regeneracion natural,"Café, Milpa",Había más,0,0,0,0,0,1,0,0,0,0,0,0,Animales domesticos ,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,6,40,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
185,48,42-55,F,Zongolica,Montane cloud forest,Palapa ,Traspatio,Regeneracion natural y siembra,"Café, Milpa,Naranga,vainillo",Había más,1,1,1,1,1,1,1,1,1,1,1,1,No hay un manejo ,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14,93.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
186,61,56-90,M,Zongolica,Montane cloud forest,Palapa ,"Cafetal, Milpa",Regeneracion natural y siembra,"Café,Milpa",Había más,0,0,0,0,0,0,0,1,1,0,0,0,No hay un manejo ,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,5,33.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
187,41,31-41,M,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural y siembra,café,Había más,0,0,0,0,0,0,0,0,0,0,0,1,No hay un manejo ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,13.3,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
188,48,42-55,F,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural ,Café,Había más,0,0,0,0,0,0,0,1,1,0,0,1,Uso de quimicos,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,26.7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
189,40,31-41,F,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural y siembra,Café,Había más,0,0,0,0,1,1,1,1,0,0,0,0,No hay un manejo ,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
190,40,31-41,F,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural y siembra,Café,Había más,1,0,1,0,1,1,0,0,0,0,0,0,No hay un manejo ,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,6,40,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
191,60,56-90,F,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural y siembra,Café,Había más,0,0,0,1,1,1,1,1,0,0,0,0,No hay un manejo ,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
192,50,42-55,M,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural y siembra,Café,Había más,1,1,1,1,1,1,1,1,1,1,1,1,No hay un manejo ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,26.7,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0
193,56,56-90,F,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural ,Café,Había más,0,0,0,0,0,1,1,1,0,0,0,0,No hay un manejo ,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,5,33.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
194,79,56-90,M,Zongolica,Montane cloud forest,Palapa ,"Cafetal, Milpa",Regeneracion natural y siembra,"Café, Milpa",Había más,0,0,0,0,0,1,1,1,0,0,0,0,No hay un manejo ,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,13,86.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
195,74,56-90,F,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural y siembra,Café,Había más,0,0,0,0,1,1,0,0,0,0,0,0,"Uso de quimicos, Cambio Climatico",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
196,46,42-55,M,Zongolica,Montane cloud forest,Palapa ,"Cafetal, Milpa",Regeneracion natural y siembra,"Café, Milpa",Había más,0,0,0,0,1,1,1,1,0,0,0,0,Uso de quimcos,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
197,22,18-30,M,Zongolica,Montane cloud forest,Palapa ,Traspatio, siembra,"Flores, Guayaba ",Sigue igual,1,1,1,1,1,1,1,1,1,1,1,1,No hay un manejo ,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,6,40,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
198,66,56-90,M,Zongolica,Montane cloud forest,Palapa ,Acahual,Regeneracion natural y siembra,"Arboles, Arbustos",Había más,1,1,1,1,1,1,1,1,1,1,1,1,No hay un manejo ,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
199,58,56-90,M,Zongolica,Montane cloud forest,Palapa,"Milpa, cafetal",Regeneración natural,"Milpa, Café",Había más,0,0,0,0,1,1,1,1,0,0,0,0,No hay un manejo ,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,6,40,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
200,56,56-90,F,Zongolica,Montane cloud forest,Palapa,"Milpa, cafetal",Regeneración y siembra,"Milpa, café",Había más,0,0,0,0,0,1,1,1,1,0,0,0,No hay manejo,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,6,40,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
201,58,56-90,F,Zongolica,Montane cloud forest,Palapa ,Cafetal,Regeneracion natural ,Café,Había más,0,0,0,1,1,1,1,1,0,0,0,0,Uso de quimicos,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
202,49,42-55,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,Milpa,siembra,"Milpa, frijol ",Había más,0,0,0,0,1,1,1,0,0,0,0,0,Uso de quimicos,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,5,33.3,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0
203,53,42-55,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,Milpa,siembra,"Milpa, frijol ",Había más,0,0,0,0,1,1,1,0,0,0,0,0,Uso de quimicos,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,20,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
204,30,18-30,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,Milpa,siembra,"Milpa, frijol ",Había más,0,0,0,1,1,1,0,0,0,0,0,0,Uso de quimicos,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,26.7,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
205,66,56-90,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,"Milpa, Monte ",Regeneracion natural y siembra,"Milpa, Arboles, Frijol ",Había más,0,0,0,0,0,1,1,1,0,0,0,0,No hay un manejo ,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0
206,70,56-90,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,"Milpa, Monte ",Regeneracion natural y siembra,"Milpa, Arboles, Frijol ",Había más,0,0,0,0,1,1,1,0,0,0,0,0,No hay un manejo ,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,20,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
207,38,31-41,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,"Milpa, Monte ",Regeneracion natural y siembra,"Milpa, Arboles ",Sigue igual,0,0,0,1,1,1,0,0,0,0,0,0,No tiene amenasas ,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,5,33.3,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0
208,50,42-55,F,Tlaquilpa,Pine-oak forest,Pixcuahutla,"Milpa, Monte ",Regeneracion natural y siembra,"Milpa, Arboles ",Había más,0,0,0,0,1,1,1,0,0,0,0,0,No hay un manejo ,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,5,33.3,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
209,70,56-90,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,Monte,Regeneracion natural y siembra,"Arboles, Arbustos",Había más,0,0,0,0,1,1,1,0,0,0,0,0,No hay un manejo ,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,26.7,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0
210,49,42-55,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,Milpa ,Regeneracion natural y siembra,Milpa,Había más,0,0,0,1,1,1,1,0,0,0,0,0,No hay un manejo ,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,20,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
211,52,42-55,M,Tlaquilpa,Pine-oak forest,Pixcuahutla,Milpa,siembra,Milpa,Había más,0,0,0,0,1,1,1,0,0,0,0,0,No hay un manejo ,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,20,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0
212,42,42-55,F,Zongolica,Montane cloud forest,Zomajapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,1,1,1,1,1,1,1,1,1,1,1,1,No hay manejo adecuado,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
213,54,42-55,F,Zongolica,Montane cloud forest,Zomajapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,0,1,1,1,1,0,0,0,No hay manejo adecuado,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
214,51,42-55,F,Zongolica,Montane cloud forest,Zomajapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,1,1,1,1,1,1,1,1,1,1,0,No hay manejo adecuado,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
215,38,31-41,F,Zongolica,Montane cloud forest,Zomajapa,"Milpa, Cafetal, Naranja ",Regeneración natural y siembra,"Milpa, café",Había más,1,1,1,1,1,1,1,1,1,1,1,1,No hay manejo adecuado,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,7,46.7,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0
216,70,56-90,F,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,1,0,0,1,1,1,1,1,1,0,1,1,No hay manejo adecuado,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
217,43,42-55,F,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
218,31,31-41,F,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
219,48,42-55,F,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,0,0,0,0,No hay manejo adecuado,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
220,67,56-90,F,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
221,54,42-55,F,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
222,27,18-30,F,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,0,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
223,24,18-30,M,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
224,45,42-55,F,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,1,1,1,1,1,1,1,0,0,0,No hay manejo adecuado,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
225,29,18-30,M,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,0,1,1,1,1,1,1,1,0,0,No hay manejo adecuado,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
226,78,56-90,M,Zongolica,Montane cloud forest,Palapa,"Milpa, Cafetal",Regeneración natural y siembra,"Milpa, café",Había más,0,0,1,1,1,1,1,1,0,0,0,0,No hay manejo adecuado,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
227,55,42-55,F,Zongolica,Montane cloud forest,Palapa,"cafetal, milpa",Regeneración natural,"café, milpa",Había más,0,0,0,1,1,1,1,1,0,0,0,0,No hay manejo ,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,5,33.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
228,50,42-55,F,Zongolica,Montane cloud forest,Palapa,cafetal,siembra,café,Había más,0,0,1,0,0,0,0,0,0,0,0,0,Manejo inadecuado,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,11,73.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
229,62,56-90,F,Zongolica,Montane cloud forest,Palapa,milpa,"Regeneración natural, acodos","milpa, café",Había más,0,0,0,0,0,1,1,1,1,0,0,0,No hay manejo ,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
230,55,42-55,M,Zongolica,Montane cloud forest,Palapa,cafetal,Regeneración natural,"café, milpa",Sigue igual,0,0,0,0,0,1,1,1,0,1,1,0,"plagas, no hay manejo, fertilizantes",1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,6,40,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
231,59,56-90,M,Los Reyes,Montane cloud forest,Atlanca ,"acahual, milpa, cafetal y monte",Regeneración natural,"milpa, café",Había más,0,0,0,0,1,1,1,1,1,1,0,0,animales domesticos y no hay manejo,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,7,46.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
232,81,56-90,M,Los Reyes,Montane cloud forest,Atlanca ,"milpa, cafetal",Regeneración natural,"milpa, café",Había más,0,0,0,0,0,1,1,1,1,0,0,0,Asentamientos humanos,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,8,53.3,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
233,54,42-55,M,Los Reyes,Montane cloud forest,Atlanca ,"milpa, cafetal",Regeneración natural,"milpa, café",Había más,0,0,0,0,0,1,1,1,1,1,0,0,animales domesticos y no hay manejo,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,6,40,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0
234,21,18-30,F,Los Reyes,Montane cloud forest,Atlanca ,"milpa, cafetal","Regeneración natural, acodos","milpa, café",Sigue igual,0,0,0,0,1,1,1,1,1,1,0,0,"contaminación, no hay manejo ",1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,8,53.3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
